IDENT,LATITUDE,LONGITUDE
LELMA,51.73056667,12.78997222
LELTA,48.49305278,10.95523056
LENDO,50.62526667,6.278552778
LENGI,47.77916667,8.076944444
LEPSA,49.82288056,9.590611111
LERSI,52.15388889,12.71444444
LESMO,50.79720833,10.20921667
LEVBU,53.12879167,10.45693611
LEVIY,50.03209444,8.174355556
LIGBA,52.53384722,13.02606111
LIKNO,50.57611111,6.983055556
LIKSI,50.47319444,8.504566667
LINVO,53.24985,13.15508333
LIPKA,48.14522778,7.846569444
LIPMI,51.11842222,7.268980556
LIRSU,50.18665,6.453308333
LISBA,50.893425,13.70903056
LISBU,54.72089444,9.693969444
LOBMA,51.119625,14.55976944
LODRO,52.12376389,11.81638889
LOHRE,50.06701111,9.486347222
LOKTA,48.16666667,9.182886111
LOLPA,53.04136944,13.60253889
LOMPO,49.96643056,8.260075
LOMPU,54.59227778,11.20278333
LOMRO,47.73335556,12.35787778
LONLI,50.07473889,11.22638611
LORBO,51.68950278,12.20499167
LORPA,50.72567222,8.625747222
LUB25,54.02520278,10.51908333
LUCKE,49.58883333,12.22383333
LUGAX,51.93041667,7.896388889
LUGUS,48.42181389,8.400777778
LUKAR,50.03182778,7.366366667
LUKIK,49.43778889,7.638388889
LUKOP,51.49611944,11.50670556
LULIS,49.79406667,7.111963889
LUPAK,52.20116667,13.22416667
LUPOL,48.21804167,9.910872222
LUPOX,48.92235556,10.84692222
LUROS,51.89859722,14.17447222
LUSAN,49.00523333,13.35127222
LUSIS,51.74613889,6.873641667
LUSIX,51.70680556,6.884883333
LUWIL,53.42583333,11.45944444
LUX17,49.44421667,6.869641667
LUXEK,47.66908611,11.61688889
LW065,50.92136667,7.333744444
LWB19,52.504925,12.91885278
LWB38,52.30841111,12.81576667
LWB58,52.50175556,12.91718333
MABAB,51.41707222,8.067769444
MABAS,53.520575,10.28073333
MABOB,50.29417222,8.542705556
MADEB,47.324375,10.28888611
MADET,51.02723611,10.12297778
MAGAT,48.34152222,11.49643889
MAGDA,50.85754722,11.30720278
MAGES,50.84641111,10.07640278
MAH06,48.31754167,11.43781944
MAH46,48.23715833,11.41976667
MAH60,48.31482778,11.44034444
MAKOB,50.58178056,6.996319444
MALID,54.64819722,9.577080556
MAMBU,50,9.704166667
MAMOR,48.88583333,12.22222222
MANAL,47.89935278,11.79995556
MANEM,49.29458333,8.191658333
MAPIG,49.44816667,7.039388889
MAPOX,51.13354722,8.813825
MAREM,50.71546667,13.62880833
MARUN,50.82116667,8.671941667
MASEK,50.72930278,9.598463889
MASIR,50.25491389,7.737927778
MASOR,53.92414722,13.64592222
MATUG,50.41666667,6.369722222
MAW01,49.47158333,8.541486111
MAW03,49.46871667,8.605352778
MAW06,49.46581944,8.669094444
MAW12,49.458725,8.822025
MAW15,49.45510278,8.898463889
MAXAL,49.21206944,12.73228889
MAXID,50.85316667,6.9595
MAXOT,51.14758056,10.63172778
MAXUN,53.53956944,6.643102778
MDF11,48.35821389,12.13127222
MDF13,48.42946667,12.15440833
MEBEK,48.23190833,12.56550556
MEBUS,54.40788889,8.554147222
MEGAR,54.46833333,11.64833333
MERSI,47.98220833,11.04258611
METMA,51.38311389,6.969997222
MEVEL,51.85477222,7.209508333
MEXIT,47.97333333,9.553611111
MILGI,51.19694444,6.125
MILGU,51.57203056,13.02961667
MILKA,47.83755556,9.624194444
MINGA,48.16666667,9.461952778
MINSO,52.25583333,8.548611111
MIQ23,48.5781,11.70666944
MISGI,49.94533611,7.958894444
MISGO,51.40472222,6.875833333
MISRI,51.94338056,7.481338889
MITNI,51.23848056,12.81813611
MITRU,51.29389167,11.16203056
MIVDI,51.22444444,6.435555556
MNE32,48.36098889,11.75502222
MNE36,48.35747222,11.70515556
MNW09,48.38168611,12.01790556
MNW10,48.37985556,12.01815833
MNW16,48.36836944,11.83411111
MNW36,48.37211944,11.88364722
MNW37,48.37071111,11.88380556
MNW68,48.37778611,11.96321389
MOBSA,52.20628611,8.449433333
MOD18,52.19619722,8.16515
MOD27,52.12039722,7.621522222
MOD46,52.10978333,7.573133333
MODRU,51.01748889,6.090077778
MOMOK,52.16624722,14.40189722
MOMUK,47.83848889,9.996991667
MONAX,50.52127778,7.822955556
MOOCE,49.56652222,11.54657222
MOPAN,48.246375,8.154536111
MOSAB,50.90452778,9.488602778
MOSEX,51.91916389,12.97073333
MOSUG,51.3425,6.723055556
MOVAX,54.08664167,9
MSE14,48.31698056,11.43031944
MSE18,48.30895,11.32361667
MSE34,48.33959167,11.73823056
MSE36,48.33593889,11.68852222
MSW09,48.357775,12.00157222
MSW16,48.34603056,11.81746944
MSW36,48.34978889,11.86706667
MSW56,48.35328056,11.91681111
MSW90,48.35910556,12.00135556
MTR13,50.23651667,8.822313889
MTR16,50.14645,8.922144444
MTR19,49.73738889,8.641380556
MTR20,49.72072778,8.63505
MTR22,49.915,8.726
MTR26,49.62158611,8.597463889
MULDO,52.41310833,10.53666944
MUN02,48.36132778,11.74472778
MUN08,48.28081111,11.94698333
MUN13,48.2172,11.49940556
MUN14,47.95978889,11.92904444
MUN16,48.33943889,11.73823889
MUN17,48.22985556,12.24318056
MUN18,48.14292778,11.37140278
MUN29,48.16118889,11.58587778
MUN40,48.13572222,11.88998333
MUN81,47.96383056,11.81038889
MUN82,48.22940833,12.43457778
MYN07,52.13154722,7.672483333
MYN23,52.147875,7.747336111
MYN25,52.13772222,7.700761111
NAMUB,51.12365278,11.67865833
NANOK,50.16341111,7.288805556
NANYI,50.00756944,8.006458333
NAPRO,51.85583333,6.058888889
NAPSA,48.14416667,12.34555556
NARUS,50.66830556,11.18154444
NARUX,50.80222222,6.109444444
NASAT,52.80333333,13.32694444
NASBO,49.85023889,7.369577778
NASMI,53.07379167,12.95788889
NATOR,48.17,8.321261111
NATOS,51.19152222,6.567922222
NATSU,51.11133056,9.281744444
NDO04,53.7835,8.7918
NDO26,53.7505,8.517
NDONB,53.78516667,8.806166667
NEBLU,49.63923333,8.922602778
NEBUN,53.06765556,11.21694444
NEDIK,54.48629167,12.06502222
NEDOV,47.99301111,8.948905556
NEGIX,50.37825,8.53165
NEGRA,47.72222222,9.427222222
NEKIR,50.25943611,6.519013889
NEKLO,49.28620833,8.476488889
NEKOM,49.33666667,8.732777778
NELBI,48.36523333,12.07565
NELLI,48.62765278,9.023483333
NERID,51.39475556,12.85014722
NESES,47.54793333,10.55471111
NETAX,53.20583333,10.61972222
NETEX,51.32801944,6.271355556
NEU01,48.71088611,11.23606389
NEU02,48.71160556,11.05991111
NEU03,48.71236389,11.18581667
NEU04,48.70274167,11.36136111
NEU08,48.71126389,11.00955
NEU09,48.688075,11.56129722
NEU11,48.6934,11.48626389
NEU14,48.871575,11.46898889
NEU24,48.64883889,11.0341
NEU30,48.71207778,11.13545556
NEU44,48.70601667,11.31124722
NEU45,48.80347222,11.35822222
NEU61,48.89425278,11.50597778
NIBIL,49.85041944,11.54367778
NIBME,50.094275,8.557694444
NIDAT,49.59596389,12.45628889
NIE05,52.49783889,9.567402778
NIE09,52.54298611,9.163058333
NIE10,52.50805,9.564863889
NIE18,52.50338889,9.350891667
NIE19,52.45543611,9.332777778
NIE20,52.17534167,9.449013889
NIE21,52.14714444,9.453783333
NIE23,52.52877222,9.127411111
NIE24,52.48829722,9.375925
NIE25,52.43997778,9.329238889
NIKIL,53.55765833,7.248977778
NIKOG,51.49701389,6.943569444
NIKUS,49.85373056,11.99248333
NIKUT,49.60776944,9.810872222
NIMDI,48.80208333,11.63374722
NIRDU,53.67815833,6.996538889
NISGA,52.24935556,12.87615833
NISTE,49.77716667,8.6745
NITLA,54.50230833,11.14048889
NOBRI,53.251275,11.59103056
NOBRU,48.96916667,11.10116667
NOGRA,49.88157222,11.67628889
NOKDI,49.866275,8.479055556
NOKDO,51.55221111,14.24479444
NOKSI,50.59835833,12.9614
NOLBA,50.09416667,11.22361111
NOLGO,53.39686389,10.13834167
NOLNI,51.67277778,13.32611111
NOLRU,51.501,6.214
NOMBO,49.06348889,10.08793333
NOMKA,51.44788889,10.50191944
NONKO,49.79487778,8.399466667
NONSA,54.59866111,13.30019167
NOR03,50.82571111,6.621055556
NOR05,50.87285,6.817786111
NOR06,50.75791111,6.772905556
NOR07,50.80066389,6.523663889
NOR09,50.714625,6.812166667
NOR11,50.77553611,6.426377778
NOR12,50.854475,6.378991667
NOR14,50.76924167,6.402075
NOR15,50.750325,6.329197222
NOR16,49.98155556,7.050944444
NOR21,51.18548889,6.637130556
NOR23,51.15757222,6.344936111
NOR24,50.86365278,6.063688889
NOR28,50.95347778,6.573227778
NOR33,50.31117222,6.901730556
NOR35,50.36871111,7.1762
NOR42,50.671325,6.536977778
NOR43,50.62801111,6.497863889
NOR44,50.71908611,6.353497222
NOR45,50.81632778,6.584522222
NOR48,50.17223611,7.371886111
NOR70,50.85582222,6.743597222
NOR73,50.85840278,6.247630556
NOR83,50.86246667,6.929147222
NOR89,50.90374167,6.420333333
NOR90,50.89547778,6.916791667
NOR99,50.86437778,6.037408333
NORKU,52.21555556,6.976388889
NORTA,51.86848889,9.80975
NOSBU,49.05102778,9.455136111
NOSPA,50.02059167,6.711377778
NOSTU,50.99008611,6.840836111
NOTGA,48.95611111,9.506388889
NOTGO,51.21066667,11.94653056
NSN25,49.38318333,9.890583333
NSN26,49.38746111,9.889305556
NSN38,49.40966667,10.06083333
NSN66,49.40585,10.06596111
NSN67,49.40491111,10.06642222
NSN75,49.41976667,10.11306667
NUB02,49.5079,10.9841
NUB03,49.49565278,11.11064167
NUB05,49.49015833,11.16108611
NUB06,49.52573889,10.80728056
NUB10,49.48235556,11.29616944
NUB15,49.54025,10.65540278
NUB26,49.13017778,10.72368056
NUB29,49.51025278,10.961475
NUB50,49.48230278,11.23681111
NUDGO,51.413625,8.440941667
NUKRO,52.04763333,14.41651667
NUKVU,52.583925,13.54995833
NUNRI,47.58655556,9.652411111
NURGO,50.26438889,12.01632778
NUSGU,53.26666667,11.38861389
NUSTA,54.18418333,10.736475
NUVEN,53.74125,12.12518611
OBADI,51.32393056,11.27217778
OBAGA,47.54708889,11.25125278
OBATU,52.70543056,10.41518889
OBAXA,48.01222222,11.66555556
OBI07,48.16701667,11.40236667
OBI11,48.09505278,11.30227778
OBI35,48.12435833,11.34298611
OBI55,48.14873611,11.37690278
OBIGA,50.03070833,7.138316667
OBIKA,48.11223611,11.54699167
OBISI,50.6638,9.723163889
OBOKA,50.74486389,7.338047222
OBOXO,49.92356944,7.369577778
OBUBI,47.85249444,10.33008889
ODAGA,50.32668889,8.618877778
ODEGU,49.41454167,10.66190278
ODINI,52.44716944,9.948191667
ODLUN,51.85046111,11.83831667
ODOMO,49.93728333,12.344
ODPOG,49.41435556,7.409702778
OGNID,49.44355556,7.763883333
OGROB,48.04470278,10.38061667
OGRUG,49.44231389,7.228341667
OGSEN,51.49959722,13.47157778
OHMAR,50.82493889,8.885
OKIBA,49.21475278,9.316125
OLBIK,51.66243889,13.34106667
OLDIN,49.58971389,10.28415278
OLETU,48.46684722,11.60582778
OLIVI,49.77829722,7.60565
OLKAS,49.76603333,8.849016667
OLLIE,50.4755,6.9455
OLPEK,51.35444444,8.553055556
OLUBI,54.04755833,11.214375
OMELO,50.83791389,14.00075833
OMESA,49.22155278,7.354619444
OMOGI,49.655925,8.989277778
ORTAG,51.48679167,11.07979722
OSBAN,49.45453611,9.378516667
OSBIT,50.07011667,9.783066667
OSDER,47.68339444,10.89174722
OSDIK,52.07660833,8.279647222
OSDOV,47.44013611,10.18331667
OSDUR,50.13703333,9.080577778
OSKAN,51.46084722,13.62766944
OSKAT,51.41440833,11.96937222
OSMAX,50.260475,7.323211111
OSN19,52.39015278,9.153105556
OSN25,52.07358056,7.696013889
OSN32,52.02054167,7.453911111
OSN34,52.38293056,9.168722222
OSN52,52.02110278,7.456452778
OSNUB,49.47402222,11.32594444
OSTOR,53.82938611,9.052725
OSTRA,51.29096944,12.90526667
OTGOG,49.43704167,7.636591667
OTRES,47.02333333,10.7425
OTSOP,51.87565833,6.393127778
PABLA,48.78858611,8.351969444
PABMI,53.40538889,11.66755
PACIT,50.10893056,8.632652778
PACOR,50.2012,8.114894444
PADBA,51.31171389,7.678661111
PADKU,53.56965556,13.98315278
PASAU,48.80253889,13.65097778
PELOG,48.228,9.675
PELUN,51.20150278,8.526638889
PENEK,52.39593889,12.64658056
PENET,54.10013889,13.72900556
PEPOL,52.126225,13.68245
PERIK,52.10641111,9.495530556
PEROM,54.45965556,13.13768889
PEROX,50.34480833,12.19958056
PESEL,53.50777778,14.32583333
PESIM,48.39916667,10.68716667
PETIX,49.34101389,10.75480556
PETOM,50.67466667,7.518833333
PEXAM,51.33291111,9.715522222
PIBAD,50.3887,11.03038611
PIBAS,52.61974167,13.05523611
PIBUL,54.36956944,11.46145556
PILAM,50.43512222,10.71102222
PINEM,50.14834444,7.393636111
PINUV,52.9275,13.645
PIPIX,49.70720556,8.223227778
PIRAP,50.99383611,13.98178611
PIREK,49.17289167,7.758338889
PIROT,52.053425,9.236902778
PISAS,53.73288889,10.19663056
PITEN,52.99001111,11.811375
PITES,49.72858056,6.519347222
PIXEL,52.46130278,9.439733333
PIXID,54.34745556,11.51453889
PIXUR,52.96359444,8.787172222
PLAUN,50.355,12.0075
POBIX,50.33325833,6.827344444
POBOX,54.15902222,14.094275
PODAT,50.69583333,6.136388889
PODEN,50.68916667,6.140277778
PODER,51.61245,8.688144444
PODIP,50.94272222,7.819458333
PODUS,52.95926944,12.83053333
POGAB,51.84535,13.98393611
POVEL,52.12837778,10.82777778
PSA05,49.88529167,9.224541667
QMW02,50.29363611,11.99335833
QMW03,50.26853611,12.01899444
QMW04,50.24851389,12.01423611
QMW05,50.28991389,11.88956389
QMW11,50.28746111,11.82111111
QMW12,50.28308889,11.69917222
QMW13,50.25655,11.67074167
QMW14,50.24669167,11.67969167
QMW15,50.26300556,11.63285833
R0091,49.21497222,7.123725
R1268,50.85519444,7.165691667
R1276,53.61995833,9.967166667
R1277,53.63601111,9.999655556
R1278,53.65441111,9.975211111
R1280,52.137275,7.697261111
R1282,52.55764167,13.26575
R1283,52.56195556,13.30975833
R1284,50.03261667,8.534630556
R1285,50.02754167,8.534175
R1286,50.04005278,8.586530556
R1287,50.04512778,8.586980556
R1290,48.69401667,9.243802778
R1291,48.68647778,9.204041667
R1292,52.55683333,13.27648611
R1581,49.30853056,10.64120556
R1810,49.39316667,9.964833333
R1816,47.66724722,9.501002778
R1817,47.675675,9.522711111
R2109,54.37884444,10.13608889
R2110,54.38024167,10.15410278
R2115,48.08920278,11.29377222
R2116,50.28898611,11.86359167
R2117,50.960625,6.061358333
R2119,52.55977778,13.30707222
R2120,49.43586944,7.575641667
R2121,49.43760556,7.616922222
R2122,51.61945,8.629586111
R2123,52.13151944,7.67005
R2130,48.36275278,11.76752778
R2131,48.34065556,11.75099444
R2132,48.34478333,11.80460556
R2133,48.36688611,11.82117222
R2134,52.46824444,9.652694444
R2135,52.45498611,9.676769444
R2136,52.45403056,9.71115
R2137,52.46694722,9.699727778
R2138,50.98148056,10.93978333
R2139,50.97840556,10.97346667
R2140,49.93939722,7.254747222
R2141,49.95794722,7.273041667
R2143,53.91958889,12.26026111
R2144,53.91656111,12.29831389
R2145,49.50055,11.05916944
R2146,49.496925,11.096025
R2147,53.76988056,8.676613889
R2148,49.96679167,6.683561111
R2149,49.98629167,6.713455556
R2339,49.20018056,7.392413889
R2398,48.71433333,11.55583333
R2501,49.21886389,7.408886111
R2934,51.28123611,6.755408333
R2935,51.29428611,6.782797222
R2941,50.88046944,7.129075
R2942,50.86966944,7.155272222
R2994,54.31417778,9.556594444
R3013,49.43256111,7.578827778
R3014,49.43640833,7.622544444
R3055,48.07333333,10.91916667
R3061,50.05250833,8.339341667
R5010,47.99429722,10.25331944
RADEL,52.94944444,13.10527778
RAGPE,50.017275,8.082494444
RAKIT,53.17861111,13.91111111
RALAM,50.01444444,6.375277778
RALIV,49.90683333,11.96066667
RALUV,50.10585,7.423083333
RAMAR,53.71083333,10.93888889
RAMUX,54.71,12.71694444
RANAX,51.20722222,9.046111111
RANIN,50.9325,9.277222222
RAPET,50.19055556,12.33861111
RARIX,50.75313056,7.312980556
RARUP,53.64180278,10.677
RASAS,51.18055556,6.690277778
RASOK,50.48861111,7.179444444
RASPU,50.07277778,10.09861111
RATGI,48.23472222,12.3375
RATIM,49.69314444,9.516777778
RATIP,50.07527778,10.82444444
RATMO,52.70527778,12.42972222
RATUM,49.86,6.400833333
RAVED,47.72916667,9.669444444
RAVKI,50.36166389,7.664902778
RDG34,49.54882778,12.24187778
REBGU,52.07361111,6.970555556
REDBU,47.95583333,12.81833333
REDGO,50.10916667,8.856388889
REDLI,50.00777778,7.746111111
REDNI,49.08,10.89027778
REDSU,51.38722222,7.770277778
REDVO,48.6575,10.69333333
REGBA,52.53296944,13.03593889
REKDI,49.655,10.4325
RELKO,51.05972222,11.48388889
REMGA,50.5035,6.843333333
RENDO,51.27805556,13.88472222
RENKA,48.58484167,13.505225
RENKI,52.91472222,13.96166667
RENLO,48.775,11.06194444
RENNE,51.24222222,8.147222222
RENSU,54.24361111,9.78
REUTL,48.36888889,9.361111111
REVLA,53.32083333,8.5075
RIBSO,53.81276667,9.340222222
RID03,49.73186111,8.536111111
RID04,49.70855556,8.5336
RID05,49.88799722,8.529980556
RID06,49.89796389,8.5289
RID07,49.89808611,8.532041667
RID09,49.61722222,8.581577778
RID10,49.61558333,8.523608333
RID14,49.90481944,8.235402778
RID16,49.92243611,8.191311111
RID26,49.36509722,8.358636111
RID35,49.83152222,8.5361
RID44,49.73235278,8.553541667
RID58,49.76981944,8.393386111
RID69,49.667,8.529130556
RID84,49.58388889,8.520211111
RIDAR,48.58833333,10.80277778
RIDNI,53.10138889,10.87277778
RIDSU,49.74888889,8.48
RIKLU,50.93111111,13.81111111
RILAX,47.94277778,8.513611111
RIMET,51.33388889,10.21944444
RIMKI,49.74888889,9.363888889
RIMKO,52.68583333,12.68194444
RINEX,49.32913056,8.635513889
RINLI,47.62277778,7.880833333
RIPOX,49.41740278,7.408672222
RISOK,51.89083333,11.18916667
RITEV,53.70805556,13.50833333
RITUP,50.18916667,10.03
RIVSA,51.10861111,13.36666667
RIXED,48.82944444,10.41861111
RMS36,49.22033333,6.725166667
ROBDI,51.048,11.02616667
ROBEG,52.23361667,9.269619444
ROBEL,50.8975,10.435
ROBSA,49.96111111,8.259444444
RODEP,53.68611111,13.73138889
RODIS,49.47444444,11.94972222
RODOG,49.58416667,11.12444444
RODUX,50.94271667,14.61718333
ROGAB,52.58518056,13.54981389
ROKIL,48.51483611,11.21527222
ROKIM,50.00194444,8.051111111
ROKUS,52.334275,10.39520556
ROLIS,50.435,7.825333333
ROLSO,49.35416667,9.305277778
RONAD,51.28912222,6.552869444
RONIG,49.94611111,11.9325
RONTU,50.305,11.60333333
RORAS,49.47916667,8.307777778
ROSIG,49.76833611,8.359422222
ROSNO,51.93638889,12.20333333
ROSOK,54.21,12.07666667
ROTAX,47.9775,12.38416667
ROTEK,51.63111111,6.103333333
ROTEN,49.24416667,10.065
ROTIN,47.94277778,12.24638889
ROTWE,48.51327778,8.674611111
ROVLI,49.442725,7.763975
ROXIN,49.851,11.77583333
RTB18,49.33349167,11.23330833
RTB35,49.12831111,10.76979722
RTB80,49.55845556,12.10456944
RTB85,49.50093889,11.83074722
RUDAK,51.77833333,12.91611111
RUDNO,49.33583333,12.54138889
RUDOT,49.99333333,6.904444444
RUDUS,50.0475,8.078333333
RUKEN,53.44305556,11.18277778
RUNER,51.27638889,8.3875
RUPIR,52.81805556,12.69027778
RUSOT,47.87583333,9.415277778
RUSTI,48.17666667,7.66
RUWER,49.86,6.401666667
RW005,52.55677222,13.27631389
RW129,52.77586667,13.30664722
SABEX,49.2785,7.057833333
SAD03,49.21660556,7.192069444
SAD22,49.21641944,7.179605556
SAD25,49.21303611,7.053502778
SBN81,49.21979167,7.321661111
SEBER,53.97916667,10.28861111
SEDOR,47.90055556,7.803611111
SIGEN,50.84611111,8.279444444
SIGGI,48.78966667,11.85216667
SINBA,50.15166667,11.63444444
SISGO,51.73527778,13.95166667
SOBLU,52.39222222,12.27277778
SOBRA,49.86083333,7.7755
SOBTU,51.69805556,6.547777778
SODNA,51.11111111,8.781388889
SODRO,50.46472222,11.82722222
SOGMA,52.63527778,11.90527778
SOGMI,50.5275,8.899166667
SOLGO,48.31166667,8.9175
SOLVU,50.50222222,9.74
SOMIX,51.25527778,11.02083333
SOMKO,51.18111111,11.60027778
SONAL,54.87888889,12.78027778
SONDU,51.29277778,11.46138889
SONEB,52.02361111,6.764166667
SONGI,47.77777778,8.731944444
SONOM,47.78329167,8.895
SONUD,52.26972222,13.7325
SOPIX,53.34833333,6.923055556
SOPLA,51.27722222,11.55305556
SOPOD,51.14,10.34972222
SOPOX,50.75166667,9.433333333
SORIT,52.97083333,11.08944444
SORUN,53.52333333,9.049444444
SOSAX,53.49255,10.11540556
SOXOS,50.90666667,6.847222222
SPA01,49.96661944,6.680425
SPA02,49.96605278,6.682372222
SPA03,50.01304722,6.754388889
SPA04,49.90138889,6.580680556
SPA06,50.47115,6.833686111
SPA07,49.94186111,6.645905556
SPA09,50.10591389,6.902722222
SPA10,50.15935278,6.648191667
SPA11,49.98921111,6.718313889
SPA13,49.76251944,6.709366667
SPA16,50.16423889,6.995144444
SPA20,50.216775,7.096222222
SPA21,49.79731389,6.515566667
SPA22,49.81780833,6.473691667
SPA25,49.56269167,6.720047222
SPA28,49.51273333,6.722705556
SPA33,50.50395278,6.842852778
SPA34,49.41281389,6.728
SPA45,50.21693333,7.096491667
SPA46,50.04868056,6.812361111
SPA49,50.76634444,6.916644444
SPA50,49.90470556,6.594194444
SPA78,50.01333611,6.950436111
SPA90,50.10371667,6.905955556
SPA94,49.99035556,6.716597222
SPA95,50.08592222,6.896063889
SPA96,50.04140278,6.801691667
SPA98,49.86520833,6.886216667
SR003,49.21691389,7.192013889
SR005,49.21490278,7.128211111
SR008,49.22088611,7.321569444
STADE,53.49527778,9.446944444
STAUB,48.78583333,12.65805556
STG28,48.68365278,9.188808333
STG32,48.71098056,9.334002778
STG56,48.67083611,9.121105556
STG59,48.66946111,9.113852778
STG98,48.74083056,9.493897222
SUBEN,48.43648889,13.33678333
SUBIG,53.48055556,10.1575
SUDEN,48.52916667,9.462222222
SUDUB,49.44924722,7.770080556
SUKAD,49.55083333,10.5325
SUKON,49.65972222,9.195555556
SUL59,48.43224167,8.771697222
SULED,51.16194444,12.23
SULIV,54.56638889,12.53
SULOB,50.45416667,7.601388889
SULUS,50.07527778,10.72888889
SUMAS,50.94305556,6.016388889
SUMOP,51.56777778,6.583611111
SUNEG,49.19861111,8.864166667
SUPIX,49.72777778,9.305277778
SUVAL,52.78166667,11.99638889
SUVOX,51.96916667,7.108
SWALM,50.71722222,9.205555556
TABAT,50.55861111,11.53138889
TABOK,52.94333333,13.26816667
TABUM,50.29083333,8.405
TADUV,51.43,12.54805556
TAGIK,49.195225,8.949727778
TAGOB,53.73472222,11.83305556
TAKUT,49.37611111,10.12083333
TALAL,49.10833333,11.08527778
TALEG,51.09266667,12.61966667
TALUK,50.08861111,6.648055556
TAMEB,50.80777778,10.73
TAU14,50.10075,8.344202778
TAU16,49.984225,8.176944444
TAU89,50.25475556,8.629897222
TAU96,50.11060278,8.283025
TEBRO,51.89416667,6.587777778
TEGAD,53.27888889,11.24361111
TEKSI,48.69055556,10.06805556
TEKTU,50.34277778,9.136388889
TELDO,53.37805556,13.66805556
TELTU,52.50444444,14.27527778
TENLO,49.52611111,11.04444444
TERDA,52.80833333,13.92777778
TESDU,50.20694444,10.39527778
TESGA,50.445,8.618888889
TGL05,52.61717222,13.18588611
TGL08,52.57290833,13.50540556
TGL25,52.61048889,13.96593611
TGL30,52.61583889,13.149875
TGL31,52.91760556,13.64206944
TGL58,52.48734167,12.61631667
TGL59,52.53393889,13.01831111
TGL60,52.53849167,13.072425
TGL70,52.56112222,13.30666667
TGL80,52.55596944,13.26768611
TGL81,52.57304167,13.50798056
TGL95,52.57846389,13.61437222
TGO00,48.664225,9.501769444
TGO10,48.66590833,9.510730556
TGO11,48.56571111,8.984044444
TGO12,48.56264167,8.968133333
TGO21,48.76521667,9.738677778
TGO24,48.40271389,8.723205556
TIBTO,49.462275,7.922041667
TIKNI,50.40972222,9.873333333
TILGO,48.12083333,11.46666667
TILMO,50.07416667,11.40861111
TIMEN,52.63222222,9.358888889
TINIK,51.14025278,6.099447222
TINOD,49.58888889,10.04277778
TINOX,47.83527778,9.127777778
TINSA,51.51527778,8.074166667
TIPAM,49.83,12.2525
TIRMI,53.52805556,13.59722222
TITIG,48.05888889,12.55944444
TITIX,47.85833333,8.396666667
TOBAD,47.73277778,12.20833333
TOBAK,50.57166667,8.785833333
TOBIV,51.52555556,7.133888889
TOLEY,49.50666667,7.020555556
TOLGI,51.82944444,9.533055556
TOLTA,51.68722222,9.5125
TOMKI,52.43033333,9.877166667
TOMPI,49.392,7.0575
TONSU,49.96972222,11.22583333
TOPRA,53.83333333,9.543888889
TORLO,53.76222222,13.79666667
TORPU,51.17083333,13.21055556
TOSPA,54.11388889,10.98361111
TOSTU,49.71361111,9.805833333
TOU21,50.057125,8.361613889
TRAUN,47.974725,12.5875
TUBLO,48.46583333,8.414722222
TUDGA,49.58777778,8.850555556
TUGDU,54.65277778,9.910833333
TUKLU,53.2975,13.4
TULSI,47.70166667,11.78888889
TUMUL,50.12,7.336666667
TURBI,52.72222222,12.45583333
TURBU,47.91416667,11.94861111
TUSKA,55,7.876166667
TUSOS,50.36888889,10.15611111
TUVAK,52.39972222,14.07083333
UBAKA,52.829,12.25583333
UBASI,48.65194444,8.722777778
UBEGA,49.25722222,8.805277778
UBENO,49.73722222,8.69
UBIDU,50.07333333,7.906388889
UDAXI,53.7625,13.70416667
ULKIG,49.86972222,7.719444444
ULMEN,50.22166667,6.875277778
ULMEX,48.82416667,10.03633333
ULSEN,52.84581944,10.582
UMBAL,51.80416667,12.17305556
UMDAS,49.39583333,8.824166667
UMRET,49.449575,7.916847222
UMSET,54.83305556,14.15861111
UNAVI,50.18805556,11.82222222
UNBOK,49.43530833,7.560130556
UNGAV,54.91666667,13.99472222
UNGEM,54.27555556,11.75166667
UNKEN,47.82166667,12.60111111
UNKUL,49.13722222,11.45972222
UNSER,48.73366111,9.454391667
UPALA,49.21444444,11.22138889
UPDAT,51.92787222,10.21882222
UPMEV,49.43183611,7.560502778
URONA,50.24777778,11.97388889
USEDU,53.95305556,13.96666667
USETI,48.05611111,8.836111111
USISI,51.51166667,7.540833333
USUNU,52.92194444,12.85055556
UTABA,48.255,9.461666667
UVANO,50.94222222,8.924444444
VACUT,50.06423889,8.400427778
VADRU,49.73611111,10.375
VADUX,52.63222222,13.19527778
VAGAB,50.53277778,10.81722222
VALAR,49.20216667,10.73533333
VALDI,48.62138889,11.06861111
VALSU,51.56310833,6.775930556
VAMAS,48.72277778,12.37111111
VARIK,50.29111111,12.38111111
VATAK,49.61916667,9.008888889
VATER,48.64779444,9.000883333
VATUP,51.51966667,12.43016667
VAVOR,47.93416667,12.15444444
VEBAK,51.45805556,6.348055556
VEDOK,47.79,9.120555556
VELIS,50.46916667,10.47472222
VELNI,51.52666667,6.201388889
VEMUT,49.81083333,12.46111111
VENUB,49.52475278,10.81314444
VERED,52.89472222,9.210555556
VESID,49.16618611,8.792586111
VETIL,49.76555556,6.5325
VETUX,49.78446111,7.999119444
VIBIS,52.97527778,12.33861111
VIBOM,50.13333333,7.166111111
VIBUG,48.43861111,12.48083333
VISKI,52.5625,8.805833333
WALDE,49.86266667,11.94716667
WBD14,50.06262222,8.383319444
WELGO,54.29833333,7.415833333
WEMAR,50.983,11.252
